Id,Name,Date,Time In,Time Out,Total time
8, dfg ,14-10-2024,10:31:04,0,0
2, huynh ,14-10-2024,10:31:05,20:46:00,0:03:24
1, hao ,14-10-2024,11:30:40,14:01:24,0:09:12
1, hao ,14-10-2024,13:52:12,0,0
211, hao ,14-10-2024,16:17:10,0,0
2, hhao ,14-10-2024,20:42:36,0,0
38, linhtinh ,14-10-2024,21:45:18,21:53:18,0:08:00
